"№","Название","Скидка/Список","ID игры","Платформа","Предзаказ","Обычная цена","Цены изданий","Рус. озвучка","Рус. текст","Подписки","Ссылка","Дата релиза","Жанр","PEGI"
"5460","Chasm: The Rift","22222222","PPSA13990","PS4, PS5","Нет","849,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10007462","2023-05-18","Action","PEGI_16"
"2609","Highway Roads Racer","22222222","PPSA35979","PS5","Нет","215,00 TL","Highway Roads Racer: 215,00 TL; Highway Roads Racer: 215,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10018550","2026-02-06","Driving/Racing","PEGI_12"
"2317","Wilmot's Warehouse","22222222","CUSA25303","PS4","Нет","601,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10001208","2021-02-09","Family","PEGI_3"
"6129","Dolmen","22222222","PPSA03418","PS4, PS5","Нет","699,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10002698","2022-05-19","Action","PEGI_16"
"5450","Centum","22222222","PPSA26477","PS5","Нет","649,00 TL","Centum: 649,00 TL; Centum: 649,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10012850","2025-03-11","Role Playing Games","PEGI_16"
"6848","Fruits Slot Machine","22222222","PPSA38263","PS5","Нет","171,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10019865","2026-06-05","Casual","PEGI_18"
"3525","Stroke The Cat","22222222","CUSA36654","PS4","Нет","85,00 TL","Stroke The Cat: 85,00 TL; Stroke The Cat: 85,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10006121","2022-09-19","Casual","PEGI_3"
"2254","Super Neptunia RPG","22222222","CUSA12063","PS4","Нет","1.299,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/232167","2019-06-27","Role Playing Games","PEGI_12"
"5816","Cyanide & Happiness - Freakpocalypse (Episode 1)","22222222","CUSA20215","PS4","Нет","849,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10000780","2021-10-26","Adventure","PEGI_16"
"2001","Sakura Succubus 9","22222222","PPSA37878","PS4, PS5","Нет","429,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10019651","2026-07-02","Adventure","PEGI_16"
"6960","Ghost Signal: A Stellaris Game","22222222","PPSA17013","PS5","Нет","349,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10008624","2023-10-05","Action","PEGI_7"
"5444","Chained Survive Together","22222222","CUSA50631","PS4","Нет","209,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10012174","2024-10-10","Adventure","PEGI_3"
"2788","International Boxing","22222222","CUSA35665","PS4","Нет","175,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10005796","2022-08-07","Sport","PEGI_16"
"1953","LOST SPHEAR","22222222","CUSA09346","PS4","Нет","1.749,00 TL","LOST SPHEAR: 1.749,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/229958","2018-01-23","Role Playing Games","PEGI_7"
"5725","Creepy Tale 2","22222222","CUSA30096","PS4","Нет","525,00 TL","","Да","Да","","https://store.playstation.com/en-tr/concept/10003676","2023-04-26","Adventure","PEGI_16"
"5379","Cats Around Us: Giant Cat","22222222","PPSA33753","PS5","Нет","129,00 TL","Cats Around Us: Giant Cat: 129,00 TL; Cats Around Us: Giant Cat: 129,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10017179","2026-01-14","Puzzle","PEGI_3"
"1522","Dead Hook","22222222","PPSA19452","PS5","Нет","699,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10009531","2024-02-08","Shooter","PEGI_12"
"4642","Arcade Game Zone","22222222","PPSA19016","PS5","Нет","879,00 TL","Arcade Game Zone: 879,00 TL; Arcade Game Zone: 875,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10009374","2024-01-15","Party","PEGI_3"
"1614","SkyDrift Infinity","22222222","CUSA13659","PS4","Нет","649,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/232809","2021-07-28","Driving/Racing","PEGI_7"
"1636","Overland","22222222","PPSA05491","PS4, PS5","Нет","849,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/233197","2022-12-13","Strategy","PEGI_12"
"1524","Hitchhiker - A Mystery Game","22222222","CUSA24043","PS4","Нет","699,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/234556","2021-04-15","Unique","PEGI_12"
"3081","Itorah","22222222","CUSA34062","PS4","Нет","699,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10005215","2023-04-20","Action","PEGI_7"
"5905","Dark Town Secrets: Lost Lulu Collector’s Edition","22222222","PPSA38833","PS5","Нет","300,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10020202","2026-07-15","Adventure","PEGI_3"
"3204","The Light of Celestia","22222222","PPSA25236","PS5","Нет","429,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10012100","2025-10-25","Adventure","PEGI_12"
"2206","Creepy Tale","22222222","CUSA30060","PS4","Нет","349,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10003675","2023-04-26","Adventure","PEGI_16"
"7327","Hidden Through Time 2: Myths & Magic","22222222","PPSA18325","PS5","Нет","439,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10009130","2024-01-24","Puzzle","PEGI_3"
"2744","POSTAL Redux","22222222","PPSA25251","PS5","Нет","419,00 TL","POSTAL Redux: 419,00 TL; POSTAL Redux: 349,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10001898","2024-12-19","Action","PEGI_18"
"2497","What The Dub?!","22222222","CUSA26987","PS4","Нет","245,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10002481","2021-04-07","Party","PEGI_12"
"6106","Disintegration","22222222","CUSA15446","PS4","Нет","1.299,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/233091","2020-06-15","Shooter","PEGI_12"
"3686","Stroke the Dik-Dik","22222222","CUSA39164","PS4","Нет","85,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10006803","2023-05-31","Casual","PEGI_3"
"6927","GAROU: MARK OF THE WOLVES","22222222","CUSA05993","PS4","Нет","—","","Нет","Нет","","https://store.playstation.com/en-tr/concept/208240","2016-12-02","Action","PEGI_12"
"5324","Carom Billiards","22222222","PPSA36142","PS5","Нет","429,00 TL","Carom Billiards: 429,00 TL; Carom Billiards: 429,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10018637","2026-02-13","Simulation","PEGI_3"
"1445","Mary Skelter Finale","22222222","CUSA26856","PS4","Нет","2.149,00 TL","Standard Edition: 2.149,00 TL; Deluxe Edition: 2.579,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10002429","2021-09-30","Role Playing Games","PEGI_16"
"3232","Virginia - The Game.","22222222","CUSA03145","PS4","Нет","349,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/222041","2016-09-21","Adventure","PEGI_12"
"7455","Icebound Secrets: The Frostwood Bane","22222222","PPSA32717","PS5","Нет","549,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10016650","2025-12-08","Adventure","PEGI_7"
"3144","Lacuna","22222222","CUSA29933","PS4","Нет","699,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10003114","2021-12-20","Adventure","PEGI_16"
"3691","Stroke The Spider","22222222","CUSA36803","PS4","Нет","85,00 TL","Stroke The Spider: 85,00 TL; Stroke The Spider: 85,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10006147","2022-10-13","Casual","PEGI_3"
"1449","Kizuna AI - Touch the Beat!","22222222","PPSA11200","PS5","Нет","1.499,00 TL","Kizuna AI - Touch the Beat!: 1.499,00 TL; Kizuna AI - Touch the Beat!: 1.499,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10004843","2023-02-21","Music/Rhythm","PEGI_3"
"2201","Universal Flight Simulator","22222222","CUSA35425","PS4","Нет","349,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10005716","2022-08-06","Simulation","PEGI_3"
"7710","Junkster","22222222","PPSA22450","PS5","Нет","429,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10010682","2026-06-16","Family","PEGI_7"
"7824","Knightica","22222222","PPSA31335","PS5","Нет","649,00 TL","Knightica: 649,00 TL; Knightica: 649,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10015838","2025-08-21","Strategy","PEGI_7"
"6212","Dragon Marked For Death","22222222","CUSA23495","PS4","Нет","1.399,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10001034","2020-07-22","Action","PEGI_16"
"2639","Fight For America","22222222","CUSA56654","PS4","Нет","215,00 TL","Standard Edition: 215,00 TL; Complete Edition: 429,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10016857","2025-12-19","Strategy","PEGI_12"
"2891","Fill The Cup 3: Frost","22222222","PPSA35462","PS5","Нет","64,00 TL","Fill The Cup 3: Frost: 64,00 TL; Fill The Cup 3: Frost: 64,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10018229","2026-01-14","Puzzle","PEGI_3"
"2603","Bubble Shooter Piratery","22222222","PPSA37530","PS5","Нет","215,00 TL","Bubble Shooter Piratery: 215,00 TL; Bubble Shooter Piratery: 215,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10019429","2026-05-15","Casual","PEGI_3"
"3179","Golfing in Aether","22222222","PPSA20537","PS5","Нет","315,00 TL","Standard: 315,00 TL; Deluxe: 389,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10009985","2024-10-24","Sport","PEGI_3"
"ghost_1789789572984_xgage","Название игры","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789573340_vptgl","Rust Console Edition (PlayStation5)","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789573886_j2lge","The Adventures of Elliot: The Millennium Tales","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789574289_ftp7w","Trails in the Sky 1st Chapter","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789574684_tyiod","Hello Neighbor Bundle","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789575185_mweha","Life is Strange 2 Complete Season","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789575548_4wsve","Just Cause 4","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789576251_mpujo","Overcooked! + Overcooked! 2","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789576671_d0su5","LEGO DC Heroes & Villains Bundle","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789577047_qhx21","OCTOPATH TRAVELER II PS4＆PS5","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789577586_uixwq","Bundle: South Park : The Stick of Truth + The Fractured but Whole","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789578053_e8pmi","Tales of Berseria","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789578441_n0wlf","MOTORSLICE","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789578888_nf6ej","Goat Simulator: The GOATY","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789579592_xiyos","FAR CRY 4 + FAR CRY PRIMAL BUNDLE","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789580284_xjrv4","Wreckfest: Drive Hard. Die Last.","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789580662_7878j","Far Cry 5 + Far Cry New Dawn","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789581055_rkb0f","Far Cry 5 + Far Cry New Dawn","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789581517_3fxk9","Resident Evil Director’s Cut","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789581908_wkhji","The Jackbox Party Pack 9","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789582624_biaek","Wolfenstein II: The New Colossus Deluxe Edition (CUSA07378)","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789583287_nahra","TRIANGLE STRATEGY","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789584340_lsinq","The Wandering Village","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789585498_pbkym","Survival: Fountain of Youth","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789585975_6aes7","WRATH: Aeon of Ruin VR","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789587240_27t24","RAIDOU Remastered: The Mystery of the Soulless Army","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789587586_ldsoi","The Legend of Heroes: Trails into Reverie","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789587965_zr1nz","Tales from the Borderlands","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789588574_yowq3","Lost Ember","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789589008_t1yfu","Warhammer Pack: Hack and Slash","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789589647_mj5wk","Under The Island","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789590159_5tr55","The Great Ace Attorney Chronicles","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789590682_dfnoq","Rue Valley","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789591207_y78rd","MX Dirt Bike: Unlimited Bike Experience","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789591969_plv22","Umbrella Corps","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789592308_568tz","Umbrella Corps","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789593072_n2352","Warhammer 40,000: Shootas, Blood & Teef","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789593416_1ze3v","Pathologic 2","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789594547_wyca2","Soulslinger: Envoy of Death","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789594889_5d6ha","Xuan Yuan Sword 7","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789595654_9to7u","River City Girls 2","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789596044_obf0h","UnMetal","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789596379_ym55r","SNK VS. CAPCOM SVC CHAOS","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789597137_srk3t","RAIDEN FIGHTERS","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789597518_1hqn8","UnderMine","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789597924_uxpi7","Urbek City Builder","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789598549_47bif","Valkyria Chronicles Remastered + Valkyria Chronicles 4 Bundle","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789598887_3fv3f","Royal Revolt Survivors","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789599561_5n8lx","MXGP2","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789600011_d9bdj","NOBUNAGA'S AMBITION: Awakening","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789600421_h9qgx","War Mongrels","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789600819_u7bgq","LISA: The Joyful","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789601160_xo4p4","LISA: The Painful","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789601510_drwhf","Trek to Yomi","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789602157_wbvr8","Wytchwood","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789602499_b25qv","River City Girls","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789602848_bez17","Surviving Mars: Pioneer","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789603186_bozjq","Overcooked Holiday Bundle","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789603970_4ahkr","Shantae and the Seven Sirens PS4 and","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789604352_pmgl0","Guacamelee! Super Turbo","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789605365_bywo8","NOBUNAGA'S AMBITION: Awakening","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789605816_mxv0a","Super Dark Deception","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789606203_2zynv","Urban Myth Dissolution Center","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789606755_uqtuh","Shatterline","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789607223_ethso","Love is all around 2","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789607557_lonjd","Ys X: Nordics","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789608008_v4rd9","Blizzard","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789608630_mtxnl","Valentino Rossi The Game","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789608970_xc2py","Pro Formula Racing","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789609381_03wxq","Oxide Room 208","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789610156_8pcoo","Sweet Surrender","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789610568_n395a","Love Too Easily 2: Summer Pocha","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789611010_4fsul","Neptunia ReVerse","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789611656_lycsf","Samurai Academy: Paws of Fury","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789611993_hx4i7","Streets of Rogue","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789612398_531fc","My Life: Riding Stables 3","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789612885_tbqd8","SAMURAI WARRIORS: Spirit of Sanada","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789613511_pk27e","SaGa Emerald Beyond","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789613845_l3azt","The Wonderful 101","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789614287_fdyc8","Shantae and the Pirate's Curse","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789614792_ec98o","The Inheritance of Crimson Manor","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789615125_5sqad","Trinity Fusion","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789615470_6oufy","Sticky Business","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789616221_etl5m","Xtreme Drift Racing Simulator","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789617042_q3lph","Noctuary","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789618163_i2fw0","ToeJam & Earl: Back in the Groove!","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789618688_knaz5","RAGER","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789619071_qrodn","Titan Souls","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789619579_h1ljz","RollerCoaster Legends II: Thor's Hammer","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789619928_o62w3","Stay Still","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789620290_kqnkf","Nelke & the Legendary Alchemists ~Ateliers of the New World~","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789620860_icyxw","Symphonia","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789621263_qwji7","The Bike - Moto Ride Simulator","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789621609_y8tsa","South of the Circle","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789622129_3l9yl","The Sinking Forest - 沈んだ森","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789623110_0hjgs","Vanity Fair: The Pursuit","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789624200_q35xb","Survivor Mercs","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789624585_gylq7","Mercenaries Lament: Requiem of the Silver Wolf","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789625038_6yv4y","Mega Man Battle Network Legacy Collection Vol. 1","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789625380_bik1r","Mega Man Battle Network Legacy Collection Vol. 2","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789626186_cojb7","The Coma 2: Vicious Sisters","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789626670_uqzp2","YEAH! YOU WANT \THOSE GAMES","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789627655_tpb5q","Project 13","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789628512_o9o10","Röki","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789629022_o70au","The Adventure Pals","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789629360_jz5zv","RollerCoaster Legends","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789629745_pwu7f","Redeemer","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789630192_g90dz","Trüberbrook","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789630532_fmve8","Lucky's Tale","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789630997_t6cih","Unsolved Case: Above the Law CE","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789631332_pepqn","Unsolved Case: Killer Popularity CE","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789631678_q51mv","Unsolved Case: Murderous Script CE","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789632397_5qevj","Majogami","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789632741_bj2p7","FINAL FANTASY XV MULTIPLAYER: COMRADES","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789633070_7lwx4","Yohane the Parhelion -BLAZE in the DEEPBLUE","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789633407_h3k40","Scar-Lead Salvation","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789633751_fwstp","Sclash","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789634088_nwrh7","Megadimension Neptunia VIIR","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789634419_flhpr","Lara Croft and the Temple of Osiris & Season Pass Pack","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789634751_ks33i","Sakura Swim Club","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789635953_8bomf","SUPER CRAZY RHYTHM CASTLE","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789636292_jot4b","The Black Within","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789636661_jqsav","The Bookwalker: Thief of Tales","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
"ghost_1789789637044_wwu51","Love Too Easily","22222222","—","—","Нет","—","","Нет","Нет","","#","—","—","—"
